listing_id,host_id,host_name,borough,neighbourhood,latitude,longitude,accomodation_type,price_per_night,minimum_nights,number_of_positive_reviews,positive_reviews_per_month
5567361,7797690,Danica,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.95824,Entire home/apt,120,1,282,5.51
5567401,134936,April,Brooklyn,Williamsburg,40.70893,-73.94832,Entire home/apt,99,25,24,0.46
5568799,13299977,Sofia,Manhattan,Harlem,40.81608,-73.9397,Private room,65,1,27,0.52
5569167,13728275,Elvira,Queens,Astoria,40.76272,-73.92004,Private room,50,4,1,0.02
5571405,20559017,Yohan,Manhattan,Upper East Side,40.76324,-73.96251,Private room,75,30,8,0.16
5572393,28891151,Kimesha,Brooklyn,East New York,40.66905,-73.88976,Private room,85,2,3,0.22
5578843,26098783,Sam,Brooklyn,Sunset Park,40.65137,-74.00666,Private room,2000,40,28,0.54
5579147,10054163,Jaclyn,Brooklyn,South Slope,40.6642,-73.98435,Entire home/apt,149,2,1,0.02
5579629,329917,Clémentine,Brooklyn,Greenpoint,40.72905,-73.95755,Private room,53,2,5,0.13
5580236,19512999,Bennett,Manhattan,Upper West Side,40.80251,-73.96532,Entire home/apt,325,3,2,0.04
5580648,21497854,Meaghan,Brooklyn,Bushwick,40.70124,-73.92218,Private room,45,2,13,0.25
5581272,26377263,Stat,Queens,Far Rockaway,40.59535,-73.75441,Private room,38,30,4,0.08
5581273,28937325,Em,Manhattan,Washington Heights,40.85769,-73.93374,Shared room,120,3,38,0.74
5581442,26377263,Stat,Queens,Far Rockaway,40.59594,-73.75492,Private room,38,30,5,0.1
5588253,28974263,Maria,Brooklyn,Williamsburg,40.70945,-73.95491,Private room,60,3,31,0.77
5588684,489950,Maria,Brooklyn,Greenpoint,40.73111,-73.95592,Entire home/apt,190,3,16,0.4
5590387,20573060,Jenna,Manhattan,East Village,40.72566,-73.98032,Private room,125,2,16,0.37
5590966,28723165,Taylor & Tee,Manhattan,Harlem,40.82778,-73.94884,Private room,70,1,131,2.5
5591612,7434416,Nicole,Brooklyn,Flatbush,40.64913,-73.96379,Entire home/apt,130,1,45,0.86
5593205,20083880,Maryam,Brooklyn,Fort Greene,40.69701,-73.97353,Private room,45,1,1,0.02
5593679,5855080,Sue,Manhattan,Upper West Side,40.78965,-73.9687,Entire home/apt,110,30,7,0.14
5593725,29003805,Akemi,Manhattan,Harlem,40.82753,-73.94602,Private room,60,3,18,1.17
5593975,29005043,Brianna,Brooklyn,Bedford-Stuyvesant,40.67861,-73.9453,Private room,125,14,7,0.15
5594865,1342014,Christian,Manhattan,Lower East Side,40.71369,-73.98828,Private room,81,1,3,0.68
5598465,18941320,Alexandra,Queens,Astoria,40.76327,-73.92457,Entire home/apt,105,1,7,0.14
5600260,29034854,Viviana,Manhattan,Greenwich Village,40.72918,-73.99882,Entire home/apt,200,7,1,0.03
5602200,24665235,Ippei,Brooklyn,Bedford-Stuyvesant,40.68417,-73.94977,Entire home/apt,75,2,9,0.2
5602369,1407325,Przemek,Brooklyn,Prospect Heights,40.67909,-73.97315,Entire home/apt,250,5,17,0.33
5604005,3852579,Merylin & David,Manhattan,Nolita,40.72092,-73.99386,Entire home/apt,400,2,101,1.94
5604704,19523446,Aundre,Brooklyn,Crown Heights,40.67644,-73.95991,Entire home/apt,160,3,134,2.62
5605209,28576665,Anna & Ben,Manhattan,Chinatown,40.7175,-73.99264,Private room,110,1,175,3.34
5605790,28690907,Dwayne,Brooklyn,Bushwick,40.69363,-73.91329,Entire home/apt,220,1,76,2.95
5605822,517966,Shean,Brooklyn,Bedford-Stuyvesant,40.68175,-73.93886,Entire home/apt,135,3,148,2.86
5606308,4514390,Stephanie,Brooklyn,Williamsburg,40.71061,-73.96764,Private room,99,2,41,0.82
5611893,5934575,Karly,Manhattan,East Village,40.72795,-73.98539,Private room,89,4,6,0.14
5615835,29106164,Christina,Manhattan,East Village,40.72805,-73.98415,Private room,75,3,32,1.39
5616298,836168,Henry,Manhattan,Upper West Side,40.7747,-73.98708,Entire home/apt,2000,30,9,0.18
5619149,3868692,Lucas,Manhattan,Financial District,40.70462,-74.00986,Entire home/apt,475,2,57,1.11
5621141,23747060,Cathy,Manhattan,Chelsea,40.74406,-73.99551,Entire home/apt,230,4,41,0.8
5624616,20469855,Kate,Manhattan,Upper West Side,40.78913,-73.97021,Private room,125,2,7,0.14
5624807,15775091,Asaf,Brooklyn,Crown Heights,40.67051,-73.95851,Entire home/apt,180,2,2,0.07
5625386,6372947,Michelle & Sebastien,Brooklyn,Flatbush,40.65305,-73.95818,Entire home/apt,80,5,1,0.02
5626601,29161738,Gerardo,Manhattan,Harlem,40.82855,-73.94745,Private room,55,1,7,0.18
5627418,13451939,Dana,Brooklyn,Bedford-Stuyvesant,40.68153,-73.93825,Entire home/apt,135,3,140,2.75
5627944,29167335,Yedda,Manhattan,Midtown,40.7555,-73.96826,Entire home/apt,182,4,56,1.08
5628539,24715671,Julia,Manhattan,Midtown,40.74197,-73.98373,Entire home/apt,209,30,14,0.28
5629953,23863437,Sheresa,Manhattan,Harlem,40.82955,-73.9477,Private room,78,7,26,0.71
5632551,26377263,Stat,Brooklyn,Bushwick,40.70406,-73.91811,Private room,48,30,3,0.06
5636395,11363708,Nanie,Brooklyn,Bedford-Stuyvesant,40.70021,-73.9447,Private room,81,4,165,3.26
5638270,20694703,Pablo,Manhattan,Lower East Side,40.71286,-73.98849,Shared room,80,2,12,0.24
5638917,7503643,Vida,Brooklyn,Greenpoint,40.72751,-73.94078,Entire home/apt,129,30,5,0.1
5640394,240584,Aswini,Brooklyn,Bushwick,40.7001,-73.93602,Entire home/apt,100,3,28,0.54
5641644,25354313,Tommy,Brooklyn,Crown Heights,40.67413,-73.95916,Private room,35,3,54,1.18
5641857,8000315,Naima,Manhattan,Harlem,40.8215,-73.95006,Entire home/apt,100,2,243,4.65
5642982,26080167,Douglas,Manhattan,Washington Heights,40.83481,-73.94317,Private room,82,2,11,0.32
5647213,16482147,Margenett,Brooklyn,Bedford-Stuyvesant,40.68294,-73.92672,Entire home/apt,128,4,44,1.98
5647416,2458750,Stephanie,Manhattan,Upper East Side,40.76923,-73.95034,Entire home/apt,159,30,14,0.3
5649163,643512,Kizzy,Brooklyn,Bedford-Stuyvesant,40.68373,-73.95016,Entire home/apt,101,7,4,0.11
5649580,29278028,Alexis,Manhattan,Upper East Side,40.77618,-73.95627,Private room,195,5,56,1.1
5649623,836168,Henry,Manhattan,Upper West Side,40.77306,-73.98637,Entire home/apt,2000,30,9,0.17
5651523,9680175,Becca,Manhattan,East Harlem,40.79331,-73.9408,Entire home/apt,160,2,57,1.11
5651944,29278028,Alexis,Manhattan,Upper East Side,40.77789,-73.95731,Private room,195,5,62,1.2
5652403,3999695,Sarah,Brooklyn,Bedford-Stuyvesant,40.69561,-73.93603,Private room,475,3,1,0.02
5652542,29279330,Sarah,Manhattan,Inwood,40.85991,-73.93193,Entire home/apt,122,3,34,0.68
5652946,19233353,Kallie,Brooklyn,Prospect-Lefferts Gardens,40.65758,-73.95866,Private room,45,14,6,0.12
5656458,16091512,Ana,Brooklyn,Cobble Hill,40.68534,-73.99471,Entire home/apt,235,5,10,0.21
5656639,5790236,Clay,Manhattan,Upper West Side,40.78974,-73.97018,Entire home/apt,275,7,15,0.29
5659180,1394543,Jennifer,Brooklyn,Flatbush,40.65044,-73.96327,Entire home/apt,99,2,35,0.76
5659417,29332408,William,Manhattan,East Village,40.72866,-73.9806,Entire home/apt,125,3,51,1.06
5659666,29336125,Don,Brooklyn,Bedford-Stuyvesant,40.68309,-73.92909,Entire home/apt,125,3,64,1.26
5661080,29345363,Simone,Manhattan,Chelsea,40.74924,-73.99784,Entire home/apt,165,3,58,1.72
5661276,21503931,Steve,Manhattan,Hell's Kitchen,40.76561,-73.99439,Entire home/apt,129,1,178,3.43
5661603,27755788,Gian-Murray,Brooklyn,Park Slope,40.67812,-73.97353,Entire home/apt,150,6,1,0.09
5663222,29358602,Lillybeth & Crystal,Manhattan,Harlem,40.80663,-73.94991,Private room,90,1,151,4.42
5670038,10807892,Nora,Manhattan,East Village,40.724,-73.98905,Private room,175,3,85,1.65
5670672,5515591,Tina,Brooklyn,Clinton Hill,40.68699,-73.96049,Entire home/apt,188,3,146,2.93
5671103,1686834,Daniel,Queens,Astoria,40.76632,-73.91873,Private room,80,3,11,0.21
5671922,1434654,Andrew,Queens,Ridgewood,40.7073,-73.91775,Entire home/apt,160,7,3,0.06
5672288,15586243,Andrew And Coline,Brooklyn,Williamsburg,40.7095,-73.94933,Entire home/apt,100,3,1,0.02
5672615,2423554,Mark,Brooklyn,Crown Heights,40.67531,-73.94967,Private room,50,4,15,0.32
5672704,6003891,Inigo,Manhattan,Hell's Kitchen,40.76196,-73.99194,Private room,70,3,3,0.07
5678143,93781,Devin,Brooklyn,Fort Greene,40.6918,-73.9729,Entire home/apt,130,7,83,1.59
5679557,14513121,C.,Brooklyn,Park Slope,40.67731,-73.97475,Entire home/apt,180,3,21,0.4
5679938,1303542,Frank,Manhattan,Financial District,40.70909,-74.00579,Entire home/apt,150,90,3,0.06
5681611,16514175,Karen,Queens,Elmhurst,40.74595,-73.88691,Private room,69,1,20,0.57
5681742,4029415,Maggie,Manhattan,Harlem,40.81645,-73.94483,Private room,62,5,47,0.9
5681745,29456424,Dallas,Brooklyn,Greenpoint,40.73125,-73.95905,Entire home/apt,150,2,8,0.16
5684147,1606397,Andrew,Brooklyn,Prospect-Lefferts Gardens,40.6589,-73.95969,Entire home/apt,118,5,1,0.02
5684940,470675,Edna Luise,Manhattan,East Village,40.72322,-73.98283,Entire home/apt,195,12,10,0.2
5690007,22020703,Patricio,Manhattan,Washington Heights,40.85494,-73.93179,Private room,75,1,155,4.42
5691347,26264587,Nancy,Brooklyn,Clinton Hill,40.68319,-73.96766,Entire home/apt,135,14,20,0.46
5691755,24575626,Melissa,Manhattan,West Village,40.73398,-74.00369,Entire home/apt,450,2,3,0.08
5692492,3148473,Maria,Manhattan,Washington Heights,40.83891,-73.93758,Private room,45,1,10,0.19
5692807,1803036,Eric,Manhattan,Chelsea,40.74405,-73.99915,Entire home/apt,250,3,164,3.21
5693978,29518961,Akshay,Manhattan,Upper West Side,40.77937,-73.97805,Entire home/apt,120,1,1,0.02
5694862,12419033,Rachel,Brooklyn,Gowanus,40.68202,-73.98151,Private room,125,2,40,0.77
5695055,13347167,AFI Apartments,Manhattan,Upper East Side,40.7711,-73.95627,Entire home/apt,118,30,4,0.08
5695523,36841,Irene & Alban,Brooklyn,Bedford-Stuyvesant,40.68421,-73.92608,Entire home/apt,100,2,107,2.23
5695566,29528182,Jerie,Brooklyn,Bedford-Stuyvesant,40.6792,-73.95358,Private room,40,10,2,0.04
5697062,29537636,Lauren,Manhattan,Financial District,40.7091,-74.01286,Entire home/apt,225,1,3,0.07
5697237,2119276,Host,Manhattan,Hell's Kitchen,40.76646,-73.98805,Entire home/apt,185,30,6,0.2
5697517,93779,Kat,Manhattan,West Village,40.74033,-74.00872,Private room,225,1,17,0.34
5697556,946943,Annie,Brooklyn,Williamsburg,40.71212,-73.94965,Entire home/apt,155,4,58,1.21
5699348,8686625,Marie,Manhattan,Upper East Side,40.78301,-73.95085,Entire home/apt,165,1,166,3.3
5705775,16437254,Benjamin,Brooklyn,Boerum Hill,40.68897,-73.98634,Entire home/apt,165,30,3,0.06
5706202,7503643,Vida,Brooklyn,Greenpoint,40.72573,-73.94071,Entire home/apt,149,30,1,0.05
5706280,13347167,AFI Apartments,Manhattan,Upper East Side,40.77276,-73.95557,Entire home/apt,142,30,3,0.1
5707711,29592244,S,Queens,Forest Hills,40.71811,-73.83368,Private room,59,4,138,2.69
5707888,3780975,Shira,Manhattan,Harlem,40.80403,-73.95615,Entire home/apt,200,2,6,0.12
5708360,2946319,Heather,Brooklyn,Prospect Heights,40.67758,-73.96452,Entire home/apt,125,7,1,0.03
5715049,29628369,Nick,Brooklyn,Park Slope,40.66568,-73.9774,Entire home/apt,181,2,238,4.57
5717355,29641189,Joseph,Brooklyn,Williamsburg,40.70314,-73.93656,Private room,90,2,3,1.73
5717674,29642992,Annalyn,Brooklyn,Kensington,40.63694,-73.97487,Private room,70,3,8,0.17
5718494,11559667,Veronica And Tyler,Manhattan,Lower East Side,40.72019,-73.99297,Entire home/apt,150,2,3,0.13
5718935,29651191,Adam,Manhattan,Upper West Side,40.79589,-73.96187,Entire home/apt,225,3,13,0.25
5719742,87105,Jeff,Manhattan,Upper West Side,40.77737,-73.98355,Entire home/apt,240,7,8,0.16
5720133,5735779,Aubrey,Brooklyn,Prospect-Lefferts Gardens,40.66012,-73.96078,Entire home/apt,98,5,11,0.24
5720569,29661897,Eric,Manhattan,Washington Heights,40.8558,-73.93025,Entire home/apt,100,5,15,0.29
5720988,29664627,Luis,Manhattan,West Village,40.73271,-74.00545,Entire home/apt,200,2,8,0.19
5725154,29683852,Lindsay,Brooklyn,Downtown Brooklyn,40.68927,-73.98423,Entire home/apt,150,1,2,0.04
5726773,23570473,James,Brooklyn,Crown Heights,40.67219,-73.95461,Private room,129,30,18,0.36
5727093,29693386,Jeffrey,Brooklyn,Williamsburg,40.70506,-73.93201,Private room,65,7,1,0.02
5727850,29697292,Hans,Manhattan,Financial District,40.70854,-73.99992,Private room,70,7,12,0.28
5728014,29698290,Allie,Manhattan,Upper West Side,40.77655,-73.98074,Entire home/apt,200,3,9,0.19
5728500,23185328,Deniz,Queens,Ditmars Steinway,40.77842,-73.90994,Private room,58,1,34,0.66
5728502,26955105,Danny,Brooklyn,Williamsburg,40.70835,-73.95226,Entire home/apt,180,4,67,1.32
5728806,4271676,Nat,Manhattan,Nolita,40.72217,-73.99481,Private room,120,7,3,0.06
5729118,12020405,Jen,Manhattan,Upper West Side,40.77556,-73.98416,Entire home/apt,244,4,38,0.74
5729222,27281731,Sergii,Brooklyn,Flatbush,40.64295,-73.95276,Private room,40,3,20,0.38
5735314,29739883,Adam & Allen,Brooklyn,Greenpoint,40.72102,-73.94382,Entire home/apt,135,2,249,4.84
5736059,610690,Julien,Brooklyn,Bedford-Stuyvesant,40.6801,-73.90976,Private room,65,1,24,0.47
5736925,16621177,Susan,Brooklyn,Park Slope,40.66812,-73.98303,Entire home/apt,140,2,232,4.46
5737759,7503643,Vida,Brooklyn,Greenpoint,40.7254,-73.94051,Entire home/apt,129,30,1,0.12
5738785,22557949,Ray,Queens,East Elmhurst,40.7583,-73.87679,Entire home/apt,112,2,3,0.35
5739031,9080758,Mary & Ewen,Brooklyn,Gowanus,40.67959,-73.98713,Private room,80,2,48,0.93
5742615,29784880,Amy,Manhattan,Chinatown,40.71491,-73.99182,Entire home/apt,149,7,6,0.12
5742795,29786027,Peter,Manhattan,Hell's Kitchen,40.75437,-73.99334,Private room,99,4,2,0.04
5743959,29792577,Nina,Manhattan,Harlem,40.82171,-73.95515,Private room,50,1,6,0.12
5746781,22677829,Daniel,Brooklyn,Bushwick,40.69226,-73.92286,Entire home/apt,190,2,34,0.69
5748301,29817997,Alberto,Queens,Rego Park,40.72799,-73.85543,Private room,70,2,175,3.45
5749147,860636,Shawn(Ta),Bronx,Tremont,40.84061,-73.88858,Private room,30,3,11,0.45
5749382,24911518,Erion,Manhattan,East Harlem,40.79733,-73.9363,Private room,96,21,14,1.38
5756464,13347167,AFI Apartments,Manhattan,Upper East Side,40.7729,-73.95587,Entire home/apt,118,30,3,0.11
5756476,27583102,Sarah,Manhattan,Kips Bay,40.73894,-73.98049,Entire home/apt,150,2,21,0.4
5757333,1632428,Matias & Marlana,Manhattan,Harlem,40.82003,-73.95745,Entire home/apt,350,1,4,0.08
5758234,21823,Greg,Brooklyn,Bushwick,40.6878,-73.91452,Entire home/apt,225,3,82,1.58
5760510,1613244,Ariel,Manhattan,Lower East Side,40.72292,-73.99242,Entire home/apt,110,30,17,0.34
5760776,29885916,Axel,Manhattan,SoHo,40.72386,-74.00462,Entire home/apt,245,4,8,0.16
5761032,29887425,Cheryl,Manhattan,Harlem,40.81732,-73.94757,Private room,65,2,58,1.12
5762947,27673980,Amy,Queens,Flushing,40.74513,-73.83139,Private room,60,1,100,1.93
5763191,29901463,Nadia,Manhattan,Upper West Side,40.7726,-73.97928,Shared room,68,3,105,2.09
5766895,3448931,Rachel,Brooklyn,Clinton Hill,40.69174,-73.96872,Entire home/apt,195,3,6,0.12
5770283,11722846,Anael,Brooklyn,Williamsburg,40.715,-73.95018,Entire home/apt,80,10,3,0.06
5770483,29936494,Monica,Manhattan,Hell's Kitchen,40.76525,-73.98953,Entire home/apt,195,5,55,1.09
5771361,21191263,Jonny,Manhattan,East Village,40.72915,-73.98866,Entire home/apt,275,1,1,0.02
5771366,1211067,"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62105,-74.08723,Private room,49,2,151,3.06
5771655,12212944,Janine,Brooklyn,Kensington,40.64455,-73.98298,Private room,30,21,1,0.02
5773199,2446016,Aryeh,Manhattan,Upper West Side,40.79246,-73.97481,Entire home/apt,150,5,48,0.93
5774245,25859072,Elizabeth,Brooklyn,Clinton Hill,40.6896,-73.96761,Entire home/apt,140,5,5,0.1
5779471,1674428,Jules,Manhattan,East Village,40.72478,-73.9755,Entire home/apt,160,7,9,0.24
5779752,19498957,Peter,Manhattan,East Village,40.72481,-73.98216,Private room,125,3,4,0.08
5783517,23533897,Fatou,Brooklyn,Crown Heights,40.67383,-73.95137,Private room,50,2,61,1.17
5783899,23977712,Sarah,Manhattan,East Harlem,40.79088,-73.94597,Private room,100,1,315,6.1
5783925,23977712,Sarah,Manhattan,East Harlem,40.79082,-73.94615,Shared room,50,1,181,3.49
5784146,19446943,Roger,Manhattan,Upper East Side,40.76236,-73.95827,Entire home/apt,320,30,9,0.19
5784897,29888597,Eric,Manhattan,Washington Heights,40.84347,-73.93978,Private room,200,7,41,0.8
5789606,30037999,Loyda,Manhattan,Morningside Heights,40.80593,-73.9583,Private room,70,2,200,3.92
5790990,8818661,Jordan,Brooklyn,Williamsburg,40.71335,-73.9655,Private room,70,3,16,0.49
5791540,30046603,Jane,Brooklyn,Brooklyn Heights,40.69758,-73.99139,Entire home/apt,200,2,2,0.05
5791707,248865,Nina,Manhattan,Upper East Side,40.77107,-73.95517,Entire home/apt,100,30,71,1.42
5792144,15175443,Val,Manhattan,Financial District,40.70471,-74.00817,Private room,150,3,2,0.04
5792453,30050649,Samantha,Manhattan,East Village,40.73141,-73.98737,Entire home/apt,185,1,9,0.24
5793707,8390853,Warren & Jessica,Manhattan,Lower East Side,40.7189,-73.99182,Entire home/apt,125,3,117,2.29
5794806,257676,Linda,Brooklyn,Flatbush,40.65409,-73.96025,Private room,148,1,11,0.22
5796405,24126726,Nadine,Manhattan,Midtown,40.75245,-73.97342,Private room,295,1,6,0.12
5803068,16151285,Carol,Bronx,Williamsbridge,40.8789,-73.84855,Private room,45,14,27,0.55
5803875,278576,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65854,-73.95071,Entire home/apt,114,2,81,1.57
5804184,30112106,John,Brooklyn,Bushwick,40.70033,-73.93964,Private room,45,6,13,0.25
5804451,13501779,Alex,Brooklyn,Crown Heights,40.67169,-73.95117,Entire home/apt,85,2,14,0.28
5806273,23719409,Carlina,Manhattan,Harlem,40.8261,-73.95139,Private room,65,1,157,3.04
5806416,12484957,Marina,Manhattan,Nolita,40.72102,-73.99469,Entire home/apt,280,3,122,2.35
5806687,18060780,Jessica,Brooklyn,Bushwick,40.69611,-73.92258,Private room,65,1,1,0.02
5806803,17997408,Nancy,Brooklyn,Clinton Hill,40.69439,-73.96484,Private room,65,1,136,5.72
5806817,29817997,Alberto,Queens,Rego Park,40.72846,-73.85546,Private room,65,1,120,2.35
5811254,6877794,Ron&Leetal,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94171,Entire home/apt,255,6,12,0.24
5811500,2558779,Marina,Queens,Ridgewood,40.70152,-73.90568,Private room,54,3,47,0.93
5816130,29650513,Katie Graham,Brooklyn,Bedford-Stuyvesant,40.69307,-73.96073,Private room,90,30,30,0.58
5816145,29650513,Katie Graham,Brooklyn,Clinton Hill,40.69454,-73.96198,Private room,90,30,47,0.91
5816151,29650513,Katie Graham,Brooklyn,Bedford-Stuyvesant,40.69363,-73.9607,Private room,90,30,47,0.92
5818551,30196119,Mark,Manhattan,Harlem,40.82943,-73.9407,Entire home/apt,120,5,28,0.82
5821886,10553573,William,Brooklyn,Williamsburg,40.71122,-73.95602,Entire home/apt,210,1,3,0.06
5823337,30224326,Matthew,Manhattan,Morningside Heights,40.8063,-73.96268,Entire home/apt,150,7,2,0.05
5823579,30224269,Todd,Manhattan,Upper East Side,40.77907,-73.95211,Entire home/apt,140,2,135,2.68
5824543,30232055,Qasim,Bronx,Longwood,40.82209,-73.90086,Private room,80,1,2,0.32
5825173,2483427,Vasuki,Brooklyn,Crown Heights,40.66907,-73.94168,Entire home/apt,200,2,61,1.18
5825911,22627992,Ed,Brooklyn,Park Slope,40.67681,-73.97535,Entire home/apt,450,6,12,0.24
5826475,30242959,Celine And Ken,Manhattan,Harlem,40.82682,-73.94634,Private room,116,2,129,2.5
5826518,4731948,Kiki,Manhattan,Chinatown,40.71647,-73.99116,Entire home/apt,215,1,36,1.45
5826700,26328221,Geoff,Manhattan,Harlem,40.82505,-73.95294,Entire home/apt,160,30,36,0.7
5831012,1409854,Didi,Manhattan,Upper East Side,40.77155,-73.94763,Private room,150,25,2,0.04
5834668,7503643,Vida,Brooklyn,Greenpoint,40.72704,-73.94007,Entire home/apt,149,30,7,0.15
5838858,30314132,Devin,Manhattan,Chinatown,40.71509,-73.9967,Entire home/apt,65,5,108,2.1
5839029,580009,Timothy,Brooklyn,Williamsburg,40.71603,-73.94785,Entire home/apt,260,7,56,1.08
5840936,16245414,Shae,Brooklyn,Bushwick,40.69476,-73.92359,Entire home/apt,400,1,2,0.04
5842819,3560299,Auminea,Brooklyn,Williamsburg,40.71671,-73.95591,Private room,90,1,1,0.02
5845124,30346554,Kristin,Queens,Astoria,40.76956,-73.91787,Private room,75,2,6,0.12
5846050,22534207,Jemar,Manhattan,East Harlem,40.80906,-73.93686,Private room,75,2,45,0.94
5846654,30354449,Avraham,Manhattan,Upper East Side,40.77139,-73.95766,Entire home/apt,110,1,3,0.07
5846745,24561040,Ame,Brooklyn,Park Slope,40.68018,-73.97596,Private room,115,2,153,3
5848422,13465396,Ami,Manhattan,East Village,40.72956,-73.98613,Entire home/apt,82,5,3,0.07
5848515,28252018,Ellie,Manhattan,West Village,40.73379,-74.00422,Private room,90,1,5,0.1
5849386,5541374,Hassan And Patti,Brooklyn,Bushwick,40.68638,-73.91368,Private room,69,2,148,2.86
5849810,5541374,Hassan And Patti,Brooklyn,Bushwick,40.6863,-73.91378,Private room,69,3,127,2.48
5849991,9898029,Anthony,Brooklyn,East Flatbush,40.65041,-73.92574,Entire home/apt,249,3,10,0.65
5850040,5541374,Hassan And Patti,Brooklyn,Bushwick,40.68691,-73.91317,Private room,89,3,116,2.24
5850148,5541374,Hassan And Patti,Brooklyn,Bushwick,40.6864,-73.9133,Private room,159,3,30,0.59
5850978,2843970,M&J,Manhattan,Flatiron District,40.74121,-73.98648,Entire home/apt,220,1,1,0.02
5851054,26440049,Samantha,Brooklyn,Bushwick,40.70088,-73.91831,Private room,95,3,12,0.25
5856685,4194830,Stephanie,Brooklyn,Williamsburg,40.71047,-73.95732,Private room,60,1,13,0.39
5856760,29408349,Chad,Manhattan,Chinatown,40.7149,-73.99976,Entire home/apt,179,5,7,0.14
5857519,27378293,Lendy,Manhattan,Harlem,40.82862,-73.94706,Private room,86,1,8,0.17
5857692,30382692,Cecilia,Brooklyn,Williamsburg,40.71251,-73.9517,Private room,62,3,47,1.14
5858505,30418082,CA & Gray,Manhattan,Upper East Side,40.77554,-73.95141,Entire home/apt,165,6,46,0.92
5858757,4267075,Jen,Brooklyn,Clinton Hill,40.68498,-73.96618,Entire home/apt,89,14,4,0.11
5859030,13347167,AFI Apartments,Manhattan,Upper East Side,40.7717,-73.95572,Entire home/apt,116,30,2,0.05
5860123,16437254,Benjamin,Brooklyn,Bedford-Stuyvesant,40.68449,-73.95893,Entire home/apt,172,30,6,0.14
5861303,30432695,LisaMarie,Manhattan,Lower East Side,40.71832,-73.98325,Entire home/apt,125,7,11,0.22
5861963,30436731,Kristine,Queens,Astoria,40.76279,-73.92039,Entire home/apt,90,2,16,0.31
5869197,30475154,Cynthia,Manhattan,Upper West Side,40.77636,-73.98937,Entire home/apt,250,1,3,0.07
5870127,54255,Sarah,Brooklyn,Bedford-Stuyvesant,40.68469,-73.93467,Entire home/apt,185,3,213,4.14
5871372,5309143,Ayesha,Bronx,Williamsbridge,40.87765,-73.86318,Entire home/apt,63,5,85,2.24
5872177,9893040,Sari,Manhattan,Chelsea,40.74302,-74.00015,Entire home/apt,163,3,12,0.24
5873714,30500226,Majeed,Manhattan,East Village,40.73182,-73.9845,Private room,195,5,19,0.37
5874326,28722667,Qudsia,Brooklyn,Flatlands,40.62345,-73.93001,Private room,89,1,68,1.31
5875384,9235481,Reynaldo,Manhattan,Washington Heights,40.8538,-73.93197,Shared room,45,2,2,0.04
5878382,18527346,Kaley,Brooklyn,Prospect Heights,40.67417,-73.96518,Private room,60,1,5,0.1
5881122,22087408,Dominik,Manhattan,Lower East Side,40.71735,-73.98213,Private room,125,1,44,1.15
5882068,2533934,Leeore,Brooklyn,Flatbush,40.64802,-73.96063,Entire home/apt,85,2,11,0.78
5882725,20557884,Anita,Brooklyn,Williamsburg,40.70691,-73.9481,Entire home/apt,165,4,73,1.42
5883159,436365,Jessica M.,Manhattan,Upper East Side,40.76813,-73.95354,Entire home/apt,144,7,17,0.35
5885101,21364540,Francisca,Brooklyn,Williamsburg,40.70217,-73.93737,Private room,60,4,3,0.09
5885201,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69363,-73.9598,Private room,95,30,40,0.8
5885280,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69442,-73.96016,Private room,95,30,53,1.05
5885396,4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69344,-73.96153,Private room,95,30,46,0.9
5885402,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69498,-73.96002,Private room,95,30,35,0.69
5885542,4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69292,-73.96151,Private room,95,30,43,0.84
5889379,30585124,Rawn,Bronx,Longwood,40.81935,-73.90772,Private room,65,5,15,0.69
5891777,18014128,Inessa,Staten Island,Great Kills,40.5517,-74.14636,Entire home/apt,65,5,62,1.22
5892693,29739883,Adam & Allen,Brooklyn,Greenpoint,40.72232,-73.9434,Entire home/apt,110,2,248,4.82
5892733,10859726,Don Luis,Queens,Astoria,40.77093,-73.93291,Private room,47,5,7,0.13
5893277,30606207,Liza,Queens,Ditmars Steinway,40.77842,-73.92549,Private room,175,30,5,0.31
5894720,8201914,Faye,Brooklyn,Williamsburg,40.71124,-73.95256,Entire home/apt,234,4,11,0.23
5894824,26554386,Gabrielle,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882,Entire home/apt,105,14,43,0.83
5895056,30616879,Anna,Queens,Flushing,40.754,-73.80701,Private room,47,2,40,0.81
5895082,30616879,Anna,Queens,Flushing,40.76173,-73.80767,Private room,55,2,55,1.12
5897622,17266994,Tom,Manhattan,Harlem,40.80796,-73.95623,Entire home/apt,146,5,67,2.17
5899598,6319915,Jason,Staten Island,St. George,40.64567,-74.08368,Entire home/apt,60,4,118,2.54
5902510,30656279,Jill,Manhattan,Hell's Kitchen,40.76799,-73.98644,Private room,61,12,31,0.6
5903889,30616009,Daniel,Manhattan,Chinatown,40.71758,-73.99201,Private room,84,1,2,0.08
